blockHash,blockNumber,confirmations,contractAddress,cumulativeGasUsed,from,gas,gasPrice,gasUsed,input,isError,nonce,timeStamp,COB to ETH,to,transactionIndex,value,value(eth),value(COB)
0x234dc99a2b691e5267a1fb756188c8adff04f7fd631ec6aefcb56484491c18d7,4312243,25689,,3175067,0xddf4dd600c6a03c77ee9cbfa7fd9cdf1dd1329d8,90000,23120449158,90000,0x,1,0,1506398401,,0xb2f7eb1f2c37645be61d73953035360e768d81e6,74,"$1,300,000,000,000,000",,
0x2e383de6158568aa026ce9e0121c66ed4a7f50be879d434eea7e0ee1ceaf0466,4312247,25685,,2950263,0xc633b12f5b3618baf6b135223f69a6832d4d27ba,200000,21000000000,50606,0x,0,1,1506398505 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,96,"$1,000,000,000,000,000,000",1.00 ,5200
0x2e383de6158568aa026ce9e0121c66ed4a7f50be879d434eea7e0ee1ceaf0466,4312247,25685,,3015869,0x6d0e98931719c2a57f04a9ef53747cc51b7cf189,200000,21000000000,65606,0x,0,9,1506398505 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,97,"$1,500,000,000,000,000,000",1.50 ,7800
0xdaefe02ccc1edccdad2ace2aaf30d91c061a42cdfc238d7fcebec2e00e0e6d6f,4312253,25679,,1621203,0x172ab09770cfbfd31254bcc40b46aa148b3a605c,99382,23120449158,65606,0x,0,0,1506398678 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,49,"$200,000,000,000,000,000,000",200.00 ,1040000
0xdaefe02ccc1edccdad2ace2aaf30d91c061a42cdfc238d7fcebec2e00e0e6d6f,4312253,25679,,1924860,0x8cd3bec93d81f900f4faef7f40259d392b616a7e,200000,23120449158,65606,0x,0,282,1506398678 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,59,"$300,000,000,000,000,000",0.30 ,1560
0x0b1ac488bdb2fc8960adcf6568e6f8553ddc1a8247feb534b8fc6153ea9010f4,4312263,25669,,3683321,0x0fc95a86d3cf119ca8b2d490be2b3fb742473dea,200000,23120449158,65606,0x,0,0,1506398968 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,74,"$100,000,000,000,000,000",0.10 ,520
0xe1ce0287245f850e7ca6adc48dbe1f82a9bc0b0cf73dce1af7cf09c032e76fde,4312268,25664,,704478,0x69b6fe42032f0ae97fa365bb2ec02c7e00ac53bc,200000,50000000000,50606,0x,0,2,1506399132 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,12,"$1,000,000,000,000,000,000",1.00 ,5200
0xe1ce0287245f850e7ca6adc48dbe1f82a9bc0b0cf73dce1af7cf09c032e76fde,4312268,25664,,5145714,0xcd8de25b00aedbebb0b793a83e07f863775e26f9,200000,20000000000,65606,0x,0,1,1506399132 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,139,"$242,000,000,000,000,000",0.24 ,1248
0xc8294da55c881c48d0e92290501238508b8c362307cc77bd5e7e904bdd3a2bb7,4312278,25654,,6256313,0xad429e1472157beda8c4bd55f801d7a2147a9657,200000,21000000000,65606,0x,0,0,1506399448 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,203,"$2,189,000,000,000,000,000",2.19 ,11388
0x3c0e017560d7a9709b699647fa7da585af12b6c98aef5d6b01f594d75fe9504d,4312294,25638,,2746573,0xaa0ab372564e8a5161ae2172f92549dfd2f2a489,400000,21000000000,65606,0x,0,1,1506399935 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,71,"$100,000,000,000,000,000",0.10 ,520
0x4c6dc7f45a7dbcae2cf49c871d1ffd182e937c3899c5c8adbd7716402df5cce6,4312300,25632,,2830435,0x304b8afdc6e75bf61dc14b71c564dfbde6686696,200000,21000000000,65606,0x,0,0,1506400224 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,52,"$1,005,800,000,000,000,000",1.01 ,5252
0x4c6dc7f45a7dbcae2cf49c871d1ffd182e937c3899c5c8adbd7716402df5cce6,4312300,25632,,6574527,0xb1c26cd2d566df01bcf5f4db91872cb9b2a5fc23,200000,15000000000,65606,0x,0,6,1506400224 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,99,"$2,000,000,000,000,000,000",2.00 ,10400
0xa934c52019f432514d7508038ef267d01223f5d4d5d9c4a90f402c8c0bde6c50,4312308,25624,,2175248,0xecaf5b4b49d819b195229657e5948e53c9e26c6f,250000,25432494074,65606,0x,0,11,1506400414 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,53,"$100,000,000,000,000,000",0.10 ,520
0xa934c52019f432514d7508038ef267d01223f5d4d5d9c4a90f402c8c0bde6c50,4312308,25624,,4598854,0x5360a726ae5ad17bfd2108ff3684ee1c2bf6705b,200000,21000000000,65606,0x,0,0,1506400414 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,123,"$1,300,000,000,000,000,000",1.30 ,6760
0x55b2cc55826c561e2c1286b1f8c78c28bda65ef1bf90ed50c2414c828c4c7df7,4312317,25615,,582667,0x59c47bc37df1afbde5e50e7be98563885c7f1120,200000,40000000000,65606,0x,0,7,1506400572 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,15,"$100,000,000,000,000,000",0.10 ,520
0x985ae8a24bb4be8c1c68f569650c90d8e3ed45732a8f9f5d2b0865e1ed8ae307,4312326,25606,,1763156,0xe6099b7397603f07336ba0b60920f547e61a95a0,21000,24000000000,21000,0x,1,1,1506401069,,0xb2f7eb1f2c37645be61d73953035360e768d81e6,37,"$166,126,000,000,000,000",,
0x985ae8a24bb4be8c1c68f569650c90d8e3ed45732a8f9f5d2b0865e1ed8ae307,4312326,25606,,6471330,0xd9abd5aab834b4ea8f27e91b294baa7317407d2a,200000,21000000000,50606,0x,0,1,1506401069 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,181,"$1,000,000,000,000,000,000",1.00 ,5200
0xb39614e299e9b164673d2df786081561ac5a395e482d96011bf73b2f1f85bccb,4312327,25605,,3558674,0x639d65487709d1208a28c2bd2cc4d08e1105754b,200000,21000000000,50606,0x,0,2,1506401096 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,84,"$500,000,000,000,000,000",0.50 ,2600
0x31908673a41b1cf23fb18ff3421d96ddbf41685bda727153dba411f8965564d6,4312333,25599,,3807380,0xe2a5dc511be72480578457bf4583c4a5679ca823,200000,21000000000,65606,0x,0,6,1506401303 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,94,"$500,000,000,000,000,000",0.50 ,2600
0xc09e8b8931f43e5cf9718a784af5539ec2f2b202eb5a5575150d2a1f7e554302,4312336,25596,,2727415,0x536ee25c7eee2d3687ba565bb193950476bc7729,21000,20000000000,21000,0x,1,3,1506401342,,0xb2f7eb1f2c37645be61d73953035360e768d81e6,61,"$5,000,000,000,000,000,000",,
0x2623dcf65e361a9bd0be92646d4e2224892743c8a9d8c71e4780e0ea4a3a8030,4312340,25592,,308818,0x5c272ee86fd50045c4e7d8804ca7dfd3dbf78431,200000,29000000000,65606,0x,0,0,1506401377 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,8,"$174,000,000,000,000,000",0.17 ,884
0x8a6b9f2a83712601c742cee08bd760eb8a3f12b95bb155580a2708db24a5dba7,4312349,25583,,4114210,0x35daa6c87c5495cefc9dd9ba070ca5a56f9ec6b6,200000,20000000000,65606,0x,0,185,1506401644 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,86,"$2,500,000,000,000,000,000",2.50 ,13000
0x2f3c18aaf79dace65f6e16776b9ec33b3ade794d1430cb80cba212c763cfcb94,4312354,25578,,4279866,0x536ee25c7eee2d3687ba565bb193950476bc7729,200000,20000000000,50606,0x,0,4,1506401727 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,79,"$5,000,000,000,000,000,000",5.00 ,26000
0x8da3884711dd884df21a5c88c459bf667d3baae3c0a9a2fccea65102f18b1a28,4312358,25574,,2389633,0xe920d54292ed82a21784918449c3a7f1478dd4bc,200000,21000000000,65606,0x,0,0,1506401829 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,78,"$500,000,000,000,000,000",0.50 ,2600
0x552996de4e1177bc09f61617717e9344f33f5807bcf36a8f84a688fa095abdfb,4312361,25571,,3352185,0x1813e65774a2becceb3acbaeaeeb3427ea09d726,200000,21000000000,65606,0x,0,0,1506401934 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,65,"$150,000,000,000,000,000",0.15 ,780
0xcde925917efb8063949bdf2f730768b8801d7939251b89f4b4fd6599c5f4c7a1,4312371,25561,,3970300,0x1adf0764a481f79ace478b8546c8eb8e5a8e6a1c,200000,21000000000,65606,0x,0,34,1506402447 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,77,"$200,000,000,000,000,000",0.20 ,1040
0xcde925917efb8063949bdf2f730768b8801d7939251b89f4b4fd6599c5f4c7a1,4312371,25561,,4457857,0x8935e629944d200cd7d5ff37ca007057eaf4c02e,200000,21000000000,65606,0x,0,0,1506402447 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,84,"$100,000,000,000,000,000",0.10 ,520
0xcde925917efb8063949bdf2f730768b8801d7939251b89f4b4fd6599c5f4c7a1,4312371,25561,,6567804,0xb7eaad72da6a67511421aadf247403703089347d,200000,21000000000,65606,0x,0,0,1506402447 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,102,"$1,500,000,000,000,000,000",1.50 ,7800
0xff699cf17ce5f7a34be6f2e1f84196547249c257658704016c5608553bebba28,4312372,25560,,4199132,0xa2cd9fb87e3d33da04d440b1e6c00eed8ab9da50,200000,21000000000,50606,0x,0,22,1506402465 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,62,"$121,000,000,000,000,000,000",121.00 ,629200
0xcdc5ab48a21a452e2c7b5c8dd7407910d783f54df585fde27ee8a5d70f6fb04d,4312377,25555,,2346936,0xd6f564d7ef93cc709c49c1991715cd8c11eb5570,200000,23120449158,65606,0x,0,1,1506402625 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,69,"$100,000,000,000,000,000",0.10 ,520
0xcdc5ab48a21a452e2c7b5c8dd7407910d783f54df585fde27ee8a5d70f6fb04d,4312377,25555,,2647715,0xd7041b782ba1e38a33ac2f676d9585b50f0486e2,99382,21000000000,65606,0x,0,0,1506402625 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,78,"$500,000,000,000,000,000",0.50 ,2600
0xcdc5ab48a21a452e2c7b5c8dd7407910d783f54df585fde27ee8a5d70f6fb04d,4312377,25555,,3491719,0x7368ceb1dcd01bc386ff0f162d6dd0ff08c01549,200000,21000000000,65606,0x,0,1,1506402625 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,95,"$3,200,000,000,000,000,000",3.20 ,16640
0xcdc5ab48a21a452e2c7b5c8dd7407910d783f54df585fde27ee8a5d70f6fb04d,4312377,25555,,5280141,0x172e2739a89d99634be846a1c9349e5f75f0166f,1200000,10000000000,65606,0x,0,2,1506402625 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,126,"$1,200,000,000,000,000,000",1.20 ,6240
0xcf0218dfa70dc8fbd49d220c93766371a259f18956dee90d7fcd3fb2ecb17e09,4312384,25548,,6464089,0xe36b129558f6a4be42d846c131357d978c5366f7,200000,30000000000,65606,0x,0,25,1506402957 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,164,"$500,000,000,000,000,000",0.50 ,2600
0x4120bbe025957b79afb05fb97531853ea1813ef5408d84885b2de99802d9a568,4312385,25547,,2802532,0xe823c5b451fed5f278076eebbb226404d1d67e1b,200000,24931884536,65606,0x,0,7,1506402973 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,44,"$3,900,000,000,000,000,000",3.90 ,20280
0x4120bbe025957b79afb05fb97531853ea1813ef5408d84885b2de99802d9a568,4312385,25547,,6222401,0xe2a5dc511be72480578457bf4583c4a5679ca823,200000,21000000000,50606,0x,0,7,1506402973 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,88,"$500,000,000,000,000,000",0.50 ,2600
0x4120bbe025957b79afb05fb97531853ea1813ef5408d84885b2de99802d9a568,4312385,25547,,6482672,0xdb640a884be0d9fbee5def2b7b0dbaa2d2247979,200000,21000000000,50606,0x,0,8,1506402973 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,93,"$3,000,000,000,000,000,000",3.00 ,15600
0xe2bac1f6d3a3840d6baea918a750a15bc164a1fffef814465c6f8a2da8ed0722,4312388,25544,,3183574,0xa2cd9fb87e3d33da04d440b1e6c00eed8ab9da50,200000,21000000000,50606,0x,0,23,1506403030 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,83,"$281,000,000,000,000,000,000",281.00 ,1461200
0x5d5279ff29e96bd668a4a3af64934745a8fd0c35c459ebdd6244778bdd3ea0f9,4312389,25543,,2803298,0x8a2f7c778c6b4be976dd7e2f1e724ff7530b0251,79506,11937500000,65606,0x,0,0,1506403046 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,43,"$1,184,000,000,000,000,000",1.18 ,6136
0xa68f6ae6cc39e4aa7efc74f9f3e8464234d56037c5b9497ca799347a4b4fd34b,4312395,25537,,2913443,0x65cb1ad00121cb810369d5dc486d45391490bc49,250000,25432494074,65606,0x,0,1,1506403333 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,62,"$100,000,000,000,000,000",0.10 ,520
0x420b5c41354e20296efb608db49865fd32600a45be1fb399c880c70df7153c29,4312398,25534,,4007814,0x19f1819815eb785b4a8a911da450066b307c5508,200000,21000000000,65606,0x,0,0,1506403415 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,73,"$900,000,000,000,000,000",0.90 ,4680
0x95532e815f2969ee1b6822ab1800fdd359ffc4a0b1f5eb8e57885b1c2cd844f1,4312400,25532,,558895,0x59c47bc37df1afbde5e50e7be98563885c7f1120,200000,40000000000,50606,0x,0,8,1506403541 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,17,"$900,000,000,000,000,000",0.90 ,4680
0x7fa5a0cde95774e4838277ecac17b2c1392c67947dbb6c22f241e30ffeccd96e,4312407,25525,,3631338,0x18f45e7194dc71b16023fce07481219973c49e78,200000,21000000000,65606,0x,0,0,1506403673 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,80,"$1,010,000,000,000,000,000",1.01 ,5252
0x7fa5a0cde95774e4838277ecac17b2c1392c67947dbb6c22f241e30ffeccd96e,4312407,25525,,3696944,0xb61921452f97d0f9e8212868ffcee2e2e281a2fd,200000,21000000000,65606,0x,0,0,1506403673 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,81,"$300,000,000,000,000,000",0.30 ,1560
0x87b944c9326d6d72f0912ab2dfcf31836acacdfc7c57c57ee71cabf896383733,4312409,25523,,2508863,0x8b1ce2bc4052d296512e1d06df82152bc6083023,200000,21000000000,65606,0x,0,1,1506403717 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,57,"$347,737,000,000,000,000",0.35 ,1820
0xc71008add2ecda423a8670dabe6fd4696e902bccd16e9fcf7a37c03bc8bc5351,4312412,25520,,4854386,0xe9d35b3588264df5f597d0182e3e62328dd2ddd2,200000,21000000000,65606,0x,0,1,1506403759 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,133,"$500,000,000,000,000,000",0.50 ,2600
0xc71008add2ecda423a8670dabe6fd4696e902bccd16e9fcf7a37c03bc8bc5351,4312412,25520,,5351017,0x767bcdedccdeb0f3dc4c70efe25865b065081ee8,200000,1000000000,65606,0x,0,60,1506403759 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,137,"$500,000,000,000,000,000",0.50 ,2600
0xc71008add2ecda423a8670dabe6fd4696e902bccd16e9fcf7a37c03bc8bc5351,4312412,25520,,5504438,0x1ecafedf4c741b09b7b8049ff9e735922717208d,200000,1000000000,65606,0x,0,0,1506403759 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,139,"$1,000,450,000,000,000,000",1.00 ,5200
0xd31c93e361c5da680c89d4ca3692b146c51b87a9c7e5e0c1aac97638a80d6d3d,4312418,25514,,3816299,0xdff318af9498bf463bf124ea0a38468e3f618f9e,200000,21000000000,50606,0x,0,3,1506403931 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,94,"$1,000,000,000,000,000,000",1.00 ,5200
0xd31c93e361c5da680c89d4ca3692b146c51b87a9c7e5e0c1aac97638a80d6d3d,4312418,25514,,3866905,0x5ebf997d0cb40f42027e9d979f075a09149d8aa2,200000,21000000000,50606,0x,0,2,1506403931 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,95,"$195,000,000,000,000,000",0.20 ,1040
0xd31c93e361c5da680c89d4ca3692b146c51b87a9c7e5e0c1aac97638a80d6d3d,4312418,25514,,4546133,0x78c3e2bc8a3b4a3d5edc5ff7c12b6e3a568bce4e,200000,21000000000,65606,0x,0,4,1506403931 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,109,"$414,000,000,000,000,000",0.41 ,2132
0xd31c93e361c5da680c89d4ca3692b146c51b87a9c7e5e0c1aac97638a80d6d3d,4312418,25514,,4611739,0x977a89254d2dc36b61b82b9f26da35e076111a2f,200000,21000000000,65606,0x,0,0,1506403931 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,110,"$1,000,000,000,000,000,000",1.00 ,5200
0xd31c93e361c5da680c89d4ca3692b146c51b87a9c7e5e0c1aac97638a80d6d3d,4312418,25514,,4936754,0xc7193e3e460e1d59cb92a2051896be8ef7108814,200000,21000000000,65606,0x,0,0,1506403931 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,121,"$995,800,000,000,000,000",1.00 ,5200
0x8dfb12b76213cb4a047b7b590849e2d75e28872b037c5cee68148f4bdba84f1b,4312423,25509,,2819299,0xe1af5373906e03325a357a1b9743a2ba75ac3049,200000,21000000000,65606,0x,0,1,1506404101 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,64,"$1,000,000,000,000,000,000",1.00 ,5200
0x6f28501fc5c88c2009346d61081881411fbb0686f220ce582dacef08239b5388,4312424,25508,,840329,0xc69dee396e659360c677bfc3bf9b3315d4ffb82e,200000,21000000000,50606,0x,0,1,1506404104 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,17,"$308,181,000,000,000,000",0.31 ,1612
0xf9a015c131f79c283be0a518a37f133c3b5f76da0d97685b76f1d2703a84fc0e,4312426,25506,,2879693,0x3d65522978369bff18dfbe235aa82565aad5d25f,99382,24931884536,65606,0x,0,0,1506404128 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,23,"$1,980,000,000,000,000,000",1.98 ,10296
0x5bb6171ec129b47d3ec460f0beca10ea581e97fbbe760c58774b315440a806ba,4312428,25504,,1612024,0xe6099b7397603f07336ba0b60920f547e61a95a0,21000,18000000000,21000,0x,1,2,1506404187,,0xb2f7eb1f2c37645be61d73953035360e768d81e6,74,"$165,748,000,000,000,000",,
0x7604658cc28b92eac83f9d1376f40bf8c4fc8434bc6c914d5f7f348b6ca0c19d,4312433,25499,,2342288,0x6aed57eea79ce26ea73b6a19825dc9ac0317961d,200000,21000000000,50606,0x,0,12,1506404247 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,63,"$46,000,000,000,000,000,000",46.00 ,239200
0x01d2d6eed455b60fca64c395bce373e897811fff2c7b9451d9b03e058a099c54,4312438,25494,,3924681,0xf6bb59e669c515a561ef22e229c3be2761f136e6,250000,24931884536,65606,0x,0,0,1506404529 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,101,"$2,500,000,000,000,000,000",2.50 ,13000
0xf14da21f882d698504d7ace7d7283b577156bdaf3ae52ba030b6061dfac7a778,4312440,25492,,1575130,0xd6f564d7ef93cc709c49c1991715cd8c11eb5570,21000,23120449158,21000,0x,1,2,1506404703,,0xb2f7eb1f2c37645be61d73953035360e768d81e6,65,"$3,046,250,000,000,000,000",,
0x6c273cb9db0ff3f02479a626eb92fbc7b580bafd2bfddef88a199404323a111b,4312446,25486,,5288479,0xd99c3c73ed2e379c91b25f5d05b46550d47e63df,200000,21000000000,65606,0x,0,0,1506404867 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,178,"$1,033,540,000,000,000,000",1.03 ,5356
0x6c273cb9db0ff3f02479a626eb92fbc7b580bafd2bfddef88a199404323a111b,4312446,25486,,5746308,0xa8d9c9e79ef1554820340b5f4c9c13bc44a7ce71,200000,21000000000,65606,0x,0,9,1506404867 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,182,"$102,000,000,000,000,000",0.10 ,520
0x6c273cb9db0ff3f02479a626eb92fbc7b580bafd2bfddef88a199404323a111b,4312446,25486,,5966950,0x2c202b0a9daa79f272e8ef658f6024d31f5b829d,200000,21000000000,65606,0x,0,5,1506404867 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,185,"$3,000,000,000,000,000,000",3.00 ,15600
0x6c273cb9db0ff3f02479a626eb92fbc7b580bafd2bfddef88a199404323a111b,4312446,25486,,6032556,0xfbbcbaf778a44178a5743a1135d7882a4eae1bb2,200000,21000000000,65606,0x,0,0,1506404867 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,186,"$995,359,000,000,000,000",1.00 ,5200
0x8d458b3b67c5cba602494d31ab7bd5e5bb63397a3d5b57bfcd17ff59a5674afd,4312448,25484,,4847523,0xc5fb685f7751cc7ae4563c8f779cb74d952c4285,200000,21000000000,65606,0x,0,2,1506405010 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,109,"$1,000,000,000,000,000,000",1.00 ,5200
0x9d3f50b7db248c1aca0428beeb081135d2cef8391291c19e03f654573217c60a,4312457,25475,,2405304,0xd6f564d7ef93cc709c49c1991715cd8c11eb5570,200000,23120449158,50606,0x,0,3,1506405361 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,72,"$3,030,000,000,000,000,000",3.03 ,15756
0x9d3f50b7db248c1aca0428beeb081135d2cef8391291c19e03f654573217c60a,4312457,25475,,2935945,0x264d8149177f4989ff44a583563e8671237edede,200000,21000000000,65606,0x,0,0,1506405361 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,78,"$900,000,000,000,000,000",0.90 ,4680
0x9d3f50b7db248c1aca0428beeb081135d2cef8391291c19e03f654573217c60a,4312457,25475,,4676115,0x19f1819815eb785b4a8a911da450066b307c5508,200000,21000000000,200000,0x,1,1,1506405361,,0xb2f7eb1f2c37645be61d73953035360e768d81e6,101,"$90,000,000,000,000,000",,
0x9d3f50b7db248c1aca0428beeb081135d2cef8391291c19e03f654573217c60a,4312457,25475,,5300266,0x42e9640e15633cdf6cbf2c085a94063c3fcbb3de,200000,21000000000,50606,0x,0,4,1506405361 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,112,"$2,000,000,000,000,000,000",2.00 ,10400
0x064e71ff9f620f5058122c6bea8ebb856b8bc3b6897c65f6079cde5dfaa6bda7,4312459,25473,,786000,0xe6099b7397603f07336ba0b60920f547e61a95a0,30000,10000000000,30000,0x,1,3,1506405511,,0xb2f7eb1f2c37645be61d73953035360e768d81e6,36,"$165,448,000,000,000,000",,
0xabf992986c609dabdb38ec421cf9baac5dbcf5802c171bdd228b244a77c517c9,4312460,25472,,2319398,0x42e9640e15633cdf6cbf2c085a94063c3fcbb3de,200000,21000000000,50606,0x,0,5,1506405513 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,49,"$2,000,000,000,000,000,000",2.00 ,10400
0x5b2ccb9b6e2fc18f0ce4e75e4410784b5364b72b2210425792c478eb16666505,4312463,25469,,2128587,0xb082d6e502ecbdc0156a4db0ea57d7132b695134,200000,21000000000,65606,0x,0,0,1506405569 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,48,"$100,000,000,000,000,000",0.10 ,520
0x5b2ccb9b6e2fc18f0ce4e75e4410784b5364b72b2210425792c478eb16666505,4312463,25469,,2179193,0x42e9640e15633cdf6cbf2c085a94063c3fcbb3de,200000,21000000000,50606,0x,0,6,1506405569 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,49,"$1,000,000,000,000,000,000",1.00 ,5200
0x1b0209e2909bd27ce0a3823e5b45e7fa2b7b35c12187bece86df6536469db113,4312474,25458,,2182761,0x7988fd92d66af2b6acb1bd92c3f92aa74ea45a4d,86255,24689991741,65606,0x,0,1,1506405826 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,49,"$200,000,000,000,000,000",0.20 ,1040
0x1b0209e2909bd27ce0a3823e5b45e7fa2b7b35c12187bece86df6536469db113,4312474,25458,,3894499,0x42e9640e15633cdf6cbf2c085a94063c3fcbb3de,200000,21000000000,50606,0x,0,7,1506405826 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,73,"$2,825,290,000,000,000,000",2.83 ,14716
0x1b0209e2909bd27ce0a3823e5b45e7fa2b7b35c12187bece86df6536469db113,4312474,25458,,3997391,0x2385a5c49db9379d2eb88a276e29de494703f80a,200000,21000000000,65606,0x,0,0,1506405826 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,75,"$3,900,000,000,000,000,000",3.90 ,20280
0x7ace324ef32a1e9ada680d8d123a0caaf6b51117bd105f9d933f4fd809bf4049,4312477,25455,,2730719,0x38f6048be551706854285349620ee17b1db5b6f8,200000,21000000000,200000,0x,1,0,1506405929,,0xb2f7eb1f2c37645be61d73953035360e768d81e6,56,"$63,170,400,000,000,000",,
0x7ace324ef32a1e9ada680d8d123a0caaf6b51117bd105f9d933f4fd809bf4049,4312477,25455,,2978281,0x5a63f2e18b277216d15479d73b6cec5bc22800ec,200000,21000000000,65606,0x,0,32,1506405929 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,61,"$340,000,000,000,000,000",0.34 ,1768
0x5eae3eb86961377ed51a4b8aa9442848f640f40bc674242c3cb905b414783561,4312479,25453,,21000,0x1f2e4666119cc5111a32c79523f94da55b3a8869,21000,21000000000,21000,0x,1,0,1506405967,,0xb2f7eb1f2c37645be61d73953035360e768d81e6,0,"$199,701,000,000,000,000",,
0x5eae3eb86961377ed51a4b8aa9442848f640f40bc674242c3cb905b414783561,4312479,25453,,2650014,0x3263977ce6a2affe86e46cb375c40b9f37ced628,200000,28000000000,65606,0x,0,6,1506405967 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,58,"$6,900,000,000,000,000,000",6.90 ,35880
0xfa1d40ff0dfd8a8980e62e5bdfe2dbf629a4619c7d6c605998078ad4c8cc4af4,4312481,25451,,5119290,0x7e911f02ee665fc86a6b0b013905999214a40619,200000,21000000000,65606,0x,0,0,1506406034 ,0.000192 ,0xb2f7eb1f2c37645be61d73953035360e768d81e6,80,"$1,002,000,000,000,000,000",1.00 ,5200
