"name","website url","symbol text","symbol img url","status","USD raised","time","sale price","current price","return","whitepaper url"
"Alethena","https://www.alethena.com/","","https://www.tokendata.io/assets/logos/alethena.png","Failed","","","","","","https://www.alethena.com/wp-content/uploads/Alethena_Whitepaper_vfinal.pdf"
"Intiva","https://token.intivahealth.com/","","https://www.tokendata.io/assets/logos/intiva.png","Completed","","06/04/2018 - 07/08/2018","","","","https://token.intivahealth.com/white-paper-thank-you/"
"Senno","https://senno.io/","","https://www.tokendata.io/assets/logos/senno.png","Completed","","06/10/2018 - 06/13/2018","","","","https://senno.io/#"
"Parsec Frontiers","https://parsecfrontiers.com/","","https://www.tokendata.io/assets/logos/parsec%20frontiers.png","Completed","","06/01/2018 - 06/30/2018","","","","https://wp.parsecfrontiers.com/whitepaper.pdf?_ga=2.101844487.746528537.1528317463-711092512.1528317463"
"Dank Signals","https://danksignals.club/","","https://www.tokendata.io/assets/logos/dank%20signals.png","Completed","","","","","","https://danksignals.club/files/Dank%20Signals%20White%20Paper%20v0.0.5.pdf"
"Coal Coin","https://www.coalcoin.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","","https://www.coalcoin.io/CIC/CIC%20Whitepaper%20V1.5.pdf"
"Equi Capital","https://www.equi.capital/index.html","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","","","","",""
"Hashgard","https://www.hashgard.io/#/","","https://www.tokendata.io/assets/logos/hashgard.png","Completed","","","","","","https://www.hashgard.io/static/hashgard-overview.abdba1ac.pdf"
"Harbor","https://harbor.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","","https://harbor.com/rtokenwhitepaper.pdf"
"YouPayGo","https://youpaygo.com/","","https://www.tokendata.io/assets/logos/youpaygo.png","Planned","","","","","",""
"Verzz","http://verzz.org/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","","http://verzz.org/Verzz%20White%20Paper%20-%20V1.0.pdf"
"Endorsit","http://eds.ren/en/","","https://www.tokendata.io/assets/logos/endorsit.png","Planned","","","","","","http://eds.ren/doc/Endorsit_en.pdf"
"Realista","https://realistatoken.com/","","https://www.tokendata.io/assets/logos/realista.png","Planned","","","","","","https://realistatoken.com/whitepaper"
"Spotcoin","https://spotcoin.com/","","https://www.tokendata.io/assets/logos/spotcoin.png","Planned","","","","","","https://spotcoin.com/whitepaper.pdf"
"Safeguard Token","https://safeguardtoken.com/","","https://www.tokendata.io/assets/logos/safeguard%20token.png","Completed","","06/07/2018 - 07/07/2018","","","","https://safeguardtoken.com/assets/whitepaper/Whitepaper_Safeguard_Token_v1.4.2.pdf"
"Epiphany","https://epnex.io/","","https://www.tokendata.io/assets/logos/epiphany.png","Planned","","","","","","https://epnex.io/static/Epiphany%20Whitepaper.pdf"
"RYU Coin","https://ryucoin.com/","","https://www.tokendata.io/assets/logos/ryu%20coin.png","Planned","","","","","","https://ryucoin.com/RyuCoinOfficialWP.pdf"
"nOS","https://nos.io/","","https://www.tokendata.io/assets/logos/nos.png","Planned","","","","","",""
"The Construct","https://www.theconstructhub.com/","","https://www.tokendata.io/assets/logos/the%20construct.png","Planned","","","","","","https://docs.wixstatic.com/ugd/3e3277_25a497413554441db0865c79758339bc.pdf"
"Bizshake","https://www.bizshake.io/","","https://www.tokendata.io/assets/logos/bizshake.png","Planned","","","","","","https://www.bizshake.io/sites/default/files/BizShake_Whitepaper_1.2_ENG_2.pdf"
"Coupit","https://coupit.io/","","https://www.tokendata.io/assets/logos/coupit.png","Active","","05/09/2018 - 10/01/2018","","","","https://coupit.io/whitepaper.pdf"
"Quarteria","https://quarteria.io/","","https://www.tokendata.io/assets/logos/quarteria.png","Active","","06/01/2018 - 10/10/2018","","","","https://quarteria.io/#whitepaper"
"FTW","https://www.ftwcoin.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","04/15/2018 - 07/19/2018","","","","https://s3-us-west-2.amazonaws.com/ftwcoin.io/FTW_Whitepaper.pdf"
"PeerAtlas","https://www.peeratlas.com/","","https://www.tokendata.io/assets/logos/peeratlas.png","Completed","","03/01/2018 - 03/31/2018","","","","https://www.peeratlas.com/whitepaper.pdf"
"iMusify","http://www.imusify.com/signin","","https://www.tokendata.io/assets/logos/tokendata.png","Active","","","","","","https://alphacat.io/Alphacat-WhitePaper_EN.pdf"
"Veris","https://www.verisfoundation.com/","","https://www.tokendata.io/assets/logos/veris.png","Active","","","","","","https://www.verisfoundation.com/#whitepaper"
"Creatanium","https://creatanium.io/","CMB","https://www.tokendata.io/assets/logos/creatanium.png","Completed","","06/10/2018 - 06/30/2018","","","","https://creatanium.io/front/assets/documents/white_paper.pdf"
"Invox","https://www.invoxfinance.io/","","https://www.tokendata.io/assets/logos/invox.png","Completed","","04/03/2018 - 06/30/2018","","","","https://www.invoxfinance.io/docs/Invox-Whitepaper.pdf"
"ZPER","https://zper.io/","","https://www.tokendata.io/assets/logos/zper.png","Completed","","03/17/2018 - 05/16/2018","","","","https://zper.io/paper/Whitepaper_Eng.pdf"
"Cosmochain","https://cosmochain.io/","","https://www.tokendata.io/assets/logos/cosmochain.png","Completed","","","","","","https://cosmochain.io/whitepaper/Cosmochain_Whitepaper(V1.0)_EN.pdf"
"Qompass","https://qompass.io/","","https://www.tokendata.io/assets/logos/qompass.png","Completed","","05/01/2018 - 06/30/2018","","","","https://qompass.io/#wht-paper"
"Datecoin","https://datecoin.io/","","https://www.tokendata.io/assets/logos/datecoin.png","Completed","","05/01/2018 - 05/30/2018","","","","https://datecoin.io/static/documents/wp_en.pdf?v=5.9"
"Carblock","https://www.carblock.io/","","https://www.tokendata.io/assets/logos/carblock.png","Planned","","","","","","https://dtprun4zyk7la.cloudfront.net/assets/file/whitepaper_en.pdf?v=0.40658782243047864"
"Mass Vehicle Ledger","https://mvlchain.io/","","https://www.tokendata.io/assets/logos/mass%20vehicle%20ledger.png","Completed","","04/26/2018 - 05/24/2018","","","","https://mvlchain.io/papers/mvl_white_paper_en.pdf?t=5acde"
"Cool Cousin","https://www.coolcousin.com/ico/","","https://www.tokendata.io/assets/logos/cool%20cousin.png","Completed","","05/15/2018 - 06/05/2018","","","","https://www.coolcousin.com/ico/coolcousin-whitepaper.pdf"
"Enosi","https://enosi.io/?utm_source=tokendata","JOUL","https://www.tokendata.io/assets/logos/enosi.png","Planned","","","","","","https://enosi.io/images/file/whitepaper_24_04_18.pdf"
"Zichain","https://zichain.io/?utm_source=tokendata","ZCN","https://www.tokendata.io/assets/logos/zichain.png","Completed","","07/02/2018 - 08/15/2018","","","","https://zichain.io/pdf/Whitepaper.pdf"
"LIQNET","https://liqnet.io/","LEN","https://www.tokendata.io/assets/logos/liqnet.png","Planned","","","$1.000","","","https://liqnet.io/static/docs/Liqnet_WhitePaper_en.pdf"
"OneGame","http://one.game/","OGT","https://www.tokendata.io/assets/logos/onegame.png","Completed","","05/01/2018 - 05/31/2018","","","","http://one.game/whitepaper_en.pdf"
"Telluria","https://telluria.at/","TELA","https://www.tokendata.io/assets/logos/telluria.png","Completed","","05/07/2018 - 07/02/2018","","","","https://telluria.at/#wp-en"
"Smart Trip Platform","https://www.smarttripplatform.io/","","https://www.tokendata.io/assets/logos/smart%20trip%20platform.png","Completed","","04/16/2018 - 06/10/2018","","","","https://www.smarttripplatform.io/upload/doc/WP_eng.pdf"
"TrustedHealth","https://trustedhealth.io/","","https://www.tokendata.io/assets/logos/trustedhealth.png","Planned","","","","","","https://trustedhealth.io/pdfs/TDH_Whitepaper-356fb72a38354758e700effc758df39a.pdf?vsn=d"
"Garuda Energy","https://garuda.energy/","","https://www.tokendata.io/assets/logos/garuda%20energy.png","Completed","","03/25/2018 - 04/24/2018","","","",""
"Coinhealth","https://coinhealth.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","",""
"Bitcar","https://bitcar.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","",""
"Pibble","https://www.pibble.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","04/01/2018 - 04/15/2018","","","",""
"Cubaaz","https://www.cubaaz.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","",""
"Biotron","https://biotron.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","",""
"Seele","","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","",""
"CryptoHIT","https://cryptohit.io/","","https://www.tokendata.io/assets/logos/cryptohit.png","Active","","03/31/2018 - 10/04/2018","","","","https://drive.google.com/open?id=1-utklmstJUiQjxiCcRfoUdaUSMGuUCbL"
"European Crypto Bank","https://www.europeancryptobank.io/","","https://www.tokendata.io/assets/logos/european%20crypto%20bank.png","Completed","","02/16/2018 - 07/15/2018","","","","https://europeancryptobank.io/wp-content/uploads/2018/02/WHITE-PAPER-ENGLISH-EUROPEAN-CRYPTO-BANK-ICO-12-02-2018.pdf"
"Nebula AI","https://www.nebula-ai.com/","","https://www.tokendata.io/assets/logos/nebula%20ai.png","Completed","","04/01/2018 - 04/20/2018","","","","https://nebula-ai.com/whitepaper/NBAI_whitepaper_EN.pdf"
"Cryptoloans","https://www.cryptoloans.top/en","","https://www.tokendata.io/assets/logos/cryptoloans.png","Completed","","03/27/2018 - 06/27/2018","","","","https://www.cryptoloans.top/docs/Cryptoloans_White_Paper_English_Version.pdf"
"Trademindx","https://trademindx.com/","","https://www.tokendata.io/assets/logos/trademindx.png","Planned","","","","","","https://trademindx.com/#whitepaper"
"Opiria","https://opiria.io/","","https://www.tokendata.io/assets/logos/opiria.png","Completed","","05/15/2018 - 06/15/2018","","","","https://opiria.io/static/docs/Opiria-PDATA-Whitepaper.pdf"
"Moonfunding","https://moonfunding.com/ico/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","",""
"MedicoHealth","https://medicohealth.io/","","https://www.tokendata.io/assets/logos/medicohealth.png","Planned","","","","","","https://medicohealth.io/documents/medicohealth_lightpaper.pdf"
"LivingOffset","https://www.livingoffset.io/","","https://www.tokendata.io/assets/logos/livingoffset.png","Planned","","","","","","https://www.livingoffset.io/wp-content/uploads/2018/02/LivingOffset-Technology-Paper.pdf"
"Epocum","https://www.epocum.com/","","https://www.tokendata.io/assets/logos/epocum.png","Planned","","","","","",""
"Omnitude","https://omnitude.tech/","","https://www.tokendata.io/assets/logos/omnitude.png","Completed","","03/28/2018 - 05/31/2018","","","","https://omnitude.tech/whitepaper.html"
"Cedex","https://cedex.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","03/11/2018 - 04/14/2018","","","",""
"Flux","http://flux.fund/","","https://www.tokendata.io/assets/logos/flux.png","Completed","","04/17/2018 - 05/31/2018","","","","https://drive.google.com/file/d/1b4YOQZxBd6C41I5RMswA6UfJzK97MvxF/view?usp=sharing"
"Cryptopus","https://cryptopus.co/","","https://www.tokendata.io/assets/logos/cryptopus.png","Completed","","02/26/2018 - 05/31/2018","","","","https://drive.google.com/file/d/1y_U7ScGMjHx7vhBqQ3hzmBoxhxI668ad/view?usp=sharing"
"Apres","https://www.apresnet.com/","","https://www.tokendata.io/assets/logos/apres.png","Planned","","","","","","https://www.apresnet.com/APRES_Whitepaper_en.pdf"
"Ternio","https://ternio.io/","","https://www.tokendata.io/assets/logos/ternio.png","Completed","","06/01/2018 - 06/20/2018","","","","https://ternio.docsend.com/view/4jji4v4"
"Bronix","https://bronix.io/","","https://www.tokendata.io/assets/logos/bronix.png","Completed","","06/01/2018 - 07/01/2018","","","","https://s3.amazonaws.com/bronix/White+Paper.pdf"
"Crystal Token","https://crystaltoken.co/","","https://www.tokendata.io/assets/logos/crystal%20token.png","Active","","","","","","https://crystaltoken.co/assets/whitepaper/CrystalToken_WhitePaper.pdf?v1"
"Bitrust","https://bitrust.co.uk/","","https://www.tokendata.io/assets/logos/bitrust.png","Failed","","04/02/2018 - 05/31/2018","","","","https://bitrust.co.uk/files/whitepaper.pdf"
"2100 News","https://www.2100news.io/","","https://www.tokendata.io/assets/logos/2100%20news.png","Completed","","04/23/2018 - 05/23/2018","","","","https://www.2100news.io/assets/images/2100NEWS_whitepaper_2018_01_24.pdf"
"iShook","https://ishook.io/","","https://www.tokendata.io/assets/logos/ishook.png","Completed","","04/22/2018 - 05/22/2018","","","","https://ishook.io/#whitepaper"
"BeonBOX","https://www.beonbox.com/","","https://www.tokendata.io/assets/logos/beonbox.png","Completed","","03/20/2018 - 05/20/2018","","","",""
"Unilot","https://unilot.io/en-us/","","https://www.tokendata.io/assets/logos/unilot.png","Completed","","04/24/2018 - 06/01/2018","","","","https://unilot.io/en-us/#whitePaper"
"Obirum","https://ico.obirum.com/","","https://www.tokendata.io/assets/logos/obirum.png","Completed","","03/06/2018 - 05/05/2018","","","","https://ico.obirum.com/#btnWP"
"MyCreditChain","https://www.mycreditchain.org/","","https://www.tokendata.io/assets/logos/mycreditchain.png","Completed","","06/01/2018 - 06/30/2018","","","","https://www.mycreditchain.org/paper/20180329_Whitepaper_ENG_v2.0.pdf"
"Blocksquare","https://blocksquare.io/","","https://www.tokendata.io/assets/logos/blocksquare.png","Completed","","04/18/2018 - 05/04/2018","","","","https://blocksquare.io/assets/pdf/Blocksquare-Whitepaper.pdf"
"Ceek","https://www.ceek.io/","","https://www.tokendata.io/assets/logos/ceek.png","Completed","","03/26/2018 - 05/03/2018","","","","https://www.dropbox.com/s/1fibdgyjgbfiu6h/CEEK_Virtual%20Reality%20TGE%20White%20Paper.pdf?dl=0%20"
"Beat","https://beat.org/","","https://www.tokendata.io/assets/logos/beat.png","Completed","","04/01/2018 - 07/15/2018","","","","https://beat.org/beat_whitepaper.pdf"
"NagriCoin","https://nagricoin.io/","","https://www.tokendata.io/assets/logos/nagricoin.png","Completed","","04/24/2018 - 06/30/2018","","","","https://nagricoin.io/storage/files/01_nagricoin_wp_eng.pdf?v=bebe85ee441478c8cb7a72e4e77b06f2"
"Pavocoin","https://www.pavocoin.com/?utm_source=TokenData&utm_medium=listing","PAVO","https://www.tokendata.io/assets/logos/pavocoin.png","Completed","","06/12/2018 - 07/14/2018","$1.000","","","http://pavocoin.com/doc/Ver.26.03%20IoT%20Blockchain%20for%20the%20AgTech%20Ecosystem.pdf"
"Tradelize","https://tradelize.com/?utm_source=TokenData&utm_medium=listing","TDZ","https://www.tokendata.io/assets/logos/tradelize.png","Completed","","05/01/2018 - 06/30/2018","$1.000","","","https://tradelize.com/files/tradelize_wp_eng.pdf"
"Spindle","https://spindle.zone/en/","","https://www.tokendata.io/assets/logos/spindle.png","Completed","","04/29/2018 - 05/15/2018","","","","https://spindle.zone/spindlewp_en.pdf"
"Zeex","https://www.zeex.me/","","https://www.tokendata.io/assets/logos/zeex.png","Completed","","03/01/2018 - 06/01/2018","","","","https://storage.googleapis.com/www.zeex.me/zeex-whitepaper.pdf"
"MyDFS","https://mydfs.net/?utm_source=tokendata","","https://www.tokendata.io/assets/logos/mydfs.png","Completed","","03/19/2018 - 07/10/2018","","","","https://mydfs.net/whitepaper"
"ySign","https://www.ysign.io/","YSN","https://www.tokendata.io/assets/logos/ysign.png","Completed","","03/21/2018 - 04/30/2018","","","","https://www.ysign.io/pdf/whitepaper.pdf"
"Qykbar","https://qykbar.io/","","https://www.tokendata.io/assets/logos/qykbar.png","Completed","","05/15/2018 - 05/15/2018","","","","https://qykbar.io/pdf/QYK_Whitepaper_Technical.pdf"
"IoTeX","https://iotex.io/","","https://www.tokendata.io/assets/logos/iotex.png","Planned","","","","","","https://iotex.io/white-paper"
"FreeZone","https://freezone.one/","","https://www.tokendata.io/assets/logos/freezone.png","Failed","","","","","","https://freezone.one/downloads/FreeZone_White%20Paper.pdf"
"FCFL","https://fcfl.io/","","https://www.tokendata.io/assets/logos/fcfl.png","Planned","","","","","","https://view.attach.io/rJnBiarpb"
"Safein","https://www.safein.com/","","https://www.tokendata.io/assets/logos/safein.png","Planned","","","","","","https://www.safein.com/summary/EN/_whitepaper_safein_03_15.pdf?version=4.4"
"XIWATT","https://xiwatt.io/","","https://www.tokendata.io/assets/logos/xiwatt.png","Planned","","","","","","https://drive.google.com/file/d/1rbh5np7K-dCZKHYBJ6toAsD6U0vFZmcO/view"
"Myztic","https://myztic.cash/","","https://www.tokendata.io/assets/logos/myztic.png","Planned","","","","","","https://www.dropbox.com/sh/1xo86ssa49wptx2/AADVNjLtDGJK2r5Qr2hkNpbxa?dl=0"
"World Peace Coin","http://worldpeacecoin.io/","","https://www.tokendata.io/assets/logos/world%20peace%20coin.png","Completed","","03/25/2018 - 05/23/2018","","","","http://worldpeacecoin.io/whitepaper/"
"Roburst Network","https://roburst.network/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","03/25/2018 - 04/25/2018","","","","https://roburst.network/downloads/whitepaper.pdf"
"Follex","https://www.follex.io/","","https://www.tokendata.io/assets/logos/follex.png","Failed","","03/23/2018 - 04/23/2018","","","","https://goo.gl/DgscMc"
"Sqirt","http://io.sqirt.cam/","","https://www.tokendata.io/assets/logos/sqirt.png","Completed","","12/24/2017 - 01/24/2018","","","","http://io.sqirt.cam/assets/wp_final.pdf"
"LOOMIA","https://www.loomia.co/token","","https://www.tokendata.io/assets/logos/loomia.png","Planned","","","","","","https://loomia.com/token#whitepaper"
"Gems","https://gems.org/","","https://www.tokendata.io/assets/logos/gems.png","Planned","","","","","","https://gems.org/whitepaper.pdf"
"TrafficX","http://trafficx.org/","","https://www.tokendata.io/assets/logos/trafficx.png","Completed","","07/24/2017 - 08/24/2017","","","","http://trafficx.org/?page_id=56827"
"Memessenger","https://themem.io/","","https://www.tokendata.io/assets/logos/memessenger.png","Completed","","07/26/2017 - 12/31/2017","","","","https://themem.io/assets/wp-eng.pdf"
"Kuna","https://kuna.io/sco?lang=en","","https://www.tokendata.io/assets/logos/kuna.png","Completed","","07/28/2017 - 08/08/2017","","","",""
"Solar DAO","http://solardao.me/","","https://www.tokendata.io/assets/logos/solar%20dao.png","Completed","","07/27/2017 - 09/06/2017","","","","http://solardao.me/files/wpeng.pdf"
"Jincor","http://ico.jincor.com/","","https://www.tokendata.io/assets/logos/jincor.png","Completed","","12/01/2017 - 01/31/2018","","","","https://s3.eu-west-2.amazonaws.com/jincor-ico/whitepaper.pdf"
"Soferox","http://www.soferox.com/","","https://www.tokendata.io/assets/logos/soferox.png","Completed","","09/01/2017 - 10/15/2017","","","","http://www.soferox.com/wp-content/uploads/2017/07/Soferox-White-Paper.pdf"
"CryptoWi","https://www.cryptowi.com/","","https://www.tokendata.io/assets/logos/cryptowi.png","Completed","","08/15/2017 - 10/15/2017","","","",""
"SmartRe","https://www.smartre.io/","","https://www.tokendata.io/assets/logos/smartre.png","Completed","","08/14/2017 - 09/14/2017","","","","https://www.amazon.com/clouddrive/share/KEpG9yTVHe5UuKO4nOKkk2iVN6fHJDqh0iQffzVlpH1"
"Starmine","http://starmine.ai/","","https://www.tokendata.io/assets/logos/starmine.png","Failed","","","","","","http://starmine.ai/docs/Starmine-whitepaper-v0.87.pdf"
"Umbrella Coin","https://www.umbrellacoin.org/","","https://www.tokendata.io/assets/logos/umbrella%20coin.png","Completed","","08/20/2017 - 10/20/2017","","","","https://github.com/umbrellacoin/umc/blob/master/documents/UMC.pdf"
"SlotNSlot","https://slotnslot.com/","","https://www.tokendata.io/assets/logos/slotnslot.png","Failed","","08/20/2017 - 09/03/2017","","","","https://github.com/SlotNSlot/whitepaper/blob/master/whitepaper.md"
"CCCoin","https://www.cccoin.io/","","https://www.tokendata.io/assets/logos/cccoin.png","Failed","","08/21/2017 - 09/21/2017","","","","https://www.cccoin.io/White-Paper.html"
"Groceryx","http://www.groceryx.io/","","https://www.tokendata.io/assets/logos/groceryx.png","Failed","","07/29/2017 - 08/29/2017","","","","http://groceryx.io/GroceryX-Whitepaper-v1.pdf"
"Snapup","https://ico.snapup.biz/","","https://www.tokendata.io/assets/logos/snapup.png","Failed","","","","","","https://ico.snapup.biz/snapup-wp.pdf"
"uooMAG","http://uoomag.io/en/","","https://www.tokendata.io/assets/logos/uoomag.png","Completed","","09/01/2017 - 09/30/2017","","","","http://uoomag.io/en/docs/uooMAG-whitepaper.pdf"
"UCASH","https://u.cash/","","https://www.tokendata.io/assets/logos/ucash.png","Completed","","09/08/2017 - 01/07/2018","","","","https://docs.google.com/document/d/1Lvh4SEvGVHQ0Opj8wKmytMe63PxpXFgZNgIGbpIi22M/edit"
"Finamatrix","http://www.finamatrix.com/","","https://www.tokendata.io/assets/logos/finamatrix.png","Completed","","08/03/2017 - 09/03/2017","","","","https://drive.google.com/file/d/0Bz0jnRXWrJeAY1NkakY2QWUxbGM/view?usp=sharing"
"Horyzon","https://horyzon.one/","","https://www.tokendata.io/assets/logos/horyzon.png","Failed","","","","","","https://horyzon.one/#whitepaper"
"Moosecoin","http://www.moosecoin.io/","","https://www.tokendata.io/assets/logos/moosecoin.png","Completed","","07/30/2017 - 09/30/2017","","","","https://www.moosecoin.io/moosecoin-whitepaper.pdf"
"Eros","https://eros.vision/","","https://www.tokendata.io/assets/logos/eros.png","Failed","","07/09/2017 - 07/30/2017","","","",""
"Game Player Coin","https://gameplayercoin.com/","","https://www.tokendata.io/assets/logos/game%20player%20coin.png","Completed","","07/20/2017 - 01/20/2018","","","","https://gameplayercoin.com/static/wp.pdf"
"ICO Reveal","https://icoreveal.com/","","https://www.tokendata.io/assets/logos/ico%20reveal.png","Failed","","","","","",""
"Kairos","https://kairostokens.com/","","https://www.tokendata.io/assets/logos/kairos.png","Completed","","07/27/2017 - 08/27/2017","","","","https://kairostokens.com/assets/pdf/whitepaper.pdf"
"Bitotal","http://www.bitotal.com/index.html","","https://www.tokendata.io/assets/logos/bitotal.png","Completed","","07/01/2017 - 08/31/2017","","","","http://www.bitotal.com/whitepaper.html"
"Soccerchain","http://soccerchain.com/","","https://www.tokendata.io/assets/logos/soccerchain.png","Failed","","","","","",""
"Intellium","http://intellium-ico.com/index.html","","https://www.tokendata.io/assets/logos/intellium.png","Completed","","07/21/2017 - 11/03/2017","","","","http://intellium-ico.com/White%20paper.html"
"Crazybet","https://www.crazybet.io/","","https://www.tokendata.io/assets/logos/crazybet.png","Completed","","07/23/2017 - 08/10/2017","","","","https://docs.wixstatic.com/ugd/417ff5_88722d70a6434ad39281d92bb79e0dca.pdf"
"Karbon","https://karbon.io/","","https://www.tokendata.io/assets/logos/karbon.png","Failed","","07/23/2017 - 09/23/2017","","","","https://karbon.io/media/uploads/2017/07/karbonwhitepaperfinal-1.pdf"
"Medibond","https://medibond.io/","","https://www.tokendata.io/assets/logos/medibond.png","Completed","","08/05/2017 - 09/05/2017","","","","https://medibond.io/assets/doc/medibond_whitepaper.pdf"
"bBiller","https://bbiller.com/","","https://www.tokendata.io/assets/logos/bbiller.png","Planned","","","","","","https://bbiller.com/wp-content/uploads/2017/07/Whitepaper-20170714-1250z.pdf"
"Hut34","https://hut34.io/","","https://www.tokendata.io/assets/logos/hut34.png","Planned","","","","","","https://github.com/hut34/docs-public/blob/master/whitepaper.md"
"Exchange Union","https://www.exchangeunion.net/","","https://www.tokendata.io/assets/logos/exchange%20union.png","Failed","","","","","","https://www.exchangeunion.net/white-paper.pdf"
"Hungry Panda Games","https://www.hpgesports.com/","","https://www.tokendata.io/assets/logos/hungry%20panda%20games.png","Completed","","07/18/2017 - 08/30/2017","","","","https://github.com/HungryPanda-eSports/Whitepaper/blob/master/Hungry%20Panda%20Games%20ICO%20White%20Paper.pdf"
"Cointube","https://cointube.org/","","https://www.tokendata.io/assets/logos/cointube.png","Failed","","08/01/2017 - 08/29/2017","","","","https://cointube.org/pdf/CoinTube_Whitepaper_ENG.pdf"
"Lambo Token","http://lambotoken.io/","","https://www.tokendata.io/assets/logos/lambo%20token.png","Completed","","07/19/2017 - 08/18/2017","","","",""
"Blockpass","https://blockpasscompany.github.io/blockpass-website/","","https://www.tokendata.io/assets/logos/blockpass.png","Completed","","07/07/2017 - 09/16/2017","","","","https://blockpasscompany.github.io/blockpass-website/whitepaper.pdf"
"Stable","https://stable.foundation/","","https://www.tokendata.io/assets/logos/stable.png","Failed","","","","","",""
"Bits Estate","http://bits.estate/","","https://www.tokendata.io/assets/logos/bits%20estate.png","Failed","","","","","",""
"Plexcoin","https://www.plexcoin.tech/","","https://www.tokendata.io/assets/logos/plexcoin.png","Completed","","08/08/2017 - 10/01/2017","","","","https://www.plexcoin.tech/whitepaper"
"Opakeco","https://www.opakeco.org/","","https://www.tokendata.io/assets/logos/opakeco.png","Failed","","","","","","https://www.opakeco.org/whitepaper.pdf"
"Mammoth Casino","https://mammoth.casino/","","https://www.tokendata.io/assets/logos/mammoth%20casino.png","Failed","","08/20/2017 - 09/20/2017","","","","https://mammoth.casino/Assets/document/MCC_White_Paper.pdf"
"Rados","https://www.rados.io/","","https://www.tokendata.io/assets/logos/rados.png","Completed","","08/01/2017 - 12/30/2017","","","","https://whitepaper.rados.io/_RADOS.pdf"
"Lockchain","https://www.lockchain.io/","","https://www.tokendata.io/assets/logos/lockchain.png","Failed","","07/31/2017 - 08/09/2017","","","","https://docs.wixstatic.com/ugd/4ca27b_fae85167f303495d99bfdb7b2da2e6c0.pdf"
"BlockOptions","http://blockoptions.io/","","https://www.tokendata.io/assets/logos/blockoptions.png","Completed","","08/25/2017 - 09/25/2017","","","","https://github.com/blockoptions/blockoptions/blob/master/whitepaper/whitepaper.md"
"PoW Farm","http://www.powfarm.io/","","https://www.tokendata.io/assets/logos/pow%20farm.png","Failed","","08/12/2017 - 12/31/2017","","","",""
"Coinequity","http://coinequity.io/","","https://www.tokendata.io/assets/logos/coinequity.png","Failed","","","","","","http://coinequity.io/assets/files/whitepaper.pdf"
"Eventchain","https://eventchain.io/","","https://www.tokendata.io/assets/logos/eventchain.png","Completed","","09/13/2017 - 10/14/2017","","","","https://eventchain.io/whitepaper.pdf"
"Blockchain Development Company","https://www.bcdc.online/","","https://www.tokendata.io/assets/logos/blockchain%20development%20company.png","Completed","","10/01/2017 - 01/23/2018","","","","https://www.bcdc.online/pdf/BCDC_WhitePaper.pdf"
"Golden Mile","https://www.goldenmile.io/","","https://www.tokendata.io/assets/logos/golden%20mile.png","Failed","","08/07/2017 - 08/28/2017","","","","https://www.goldenmile.io/white-paper"
"Flik","http://www.theflik.io/","","https://www.tokendata.io/assets/logos/flik.png","Completed","","08/20/2017 - 09/20/2017","","","","http://www.theflik.io/white-paper.html"
"Daseron","https://www.daseron.com/","","https://www.tokendata.io/assets/logos/daseron.png","Failed","","08/14/2017 - 09/14/2017","","","","https://drive.google.com/open?id=0BwFkVeDK3fYGN0U3Tjc4b3lZSGs"
"Luxico","http://luxico.io/","","https://www.tokendata.io/assets/logos/luxico.png","Failed","","08/14/2017 - 08/25/2017","","","","http://luxico.io/#wp"
"Meta Exchange","https://ico.metaexchanges.com/","","https://www.tokendata.io/assets/logos/meta%20exchange.png","Completed","","08/05/2017 - 09/04/2017","","","","http://ico.metaexchanges.com/whitepaper/metax_wp.pdf?8266cd"
"Looq","https://looq.io/","","https://www.tokendata.io/assets/logos/looq.png","Failed","","08/26/2017 - 09/26/2017","","","","https://looq.io/whitepaper"
"Ethfinex","https://www.bitfinex.com/ethfinex","","https://www.tokendata.io/assets/logos/ethfinex.png","Planned","","","","","",""
"StreamSpace","https://www.stream.space/","","https://www.tokendata.io/assets/logos/streamspace.png","Completed","","01/01/2018 - 02/27/2018","","","","https://www.stream.space/wp-content/uploads/2017/08/StreamSpace_White_Paper.pdf"
"Loyaltyico","http://loyaltyico.com/?#home","","https://www.tokendata.io/assets/logos/loyaltyico.png","Failed","","08/03/2017 - 08/16/2017","","","","http://loyaltyico.com/whitepaper.pdf"
"Red Ticket","https://redticket.online/en/","","https://www.tokendata.io/assets/logos/red%20ticket.png","Failed","","08/05/2017 - 08/29/2017","","","",""
